culture,rep,phase0_length,frac
Coculture,6,3,0.11032210415723497
Monoculture,7,3,0.10950708132948123
Coculture,7,3,0.10432771462048529
Monoculture,8,3,0.11565228946131832
Coculture,8,3,0.10317263159098278
Monoculture,9,3,0.11953422621473758
Coculture,9,3,0.08900714284508675
Monoculture,0,4,0.1298495922741182
Coculture,0,4,0.12310609256011067
Monoculture,1,4,0.09598931694986385
Coculture,1,4,0.10507986242030387
Monoculture,2,4,0.11075923158067565
Coculture,2,4,0.08774166003162955
Monoculture,3,4,0.11316449248713548
Coculture,3,4,0.09886887833648023
Monoculture,4,4,0.11112625724156631
Coculture,4,4,0.11537063355974331
Monoculture,5,4,0.0915492392236496
Coculture,5,4,0.096032893394801
Monoculture,6,4,0.11056652659992679
Coculture,6,4,0.11617122686433172
Monoculture,7,4,0.11562212470795404
Coculture,7,4,0.11452451623189153
Monoculture,8,4,0.10906636272504504
Coculture,8,4,0.09513140608435704
Monoculture,9,4,0.0988422721376986
Coculture,9,4,0.10536475041797076
Monoculture,0,5,0.10842187015245587
Coculture,0,5,0.11527521609789855
Monoculture,1,5,0.10965029602274147
Coculture,1,5,0.09583099167356673
Monoculture,2,5,0.10868517006360105
Coculture,2,5,0.10729287369803595
Monoculture,3,5,0.11024595634255206
Coculture,3,5,0.10715734592281033
Monoculture,4,5,0.10669130071559167
Coculture,4,5,0.0925021886644009
Monoculture,5,5,0.11028961163985437
Coculture,5,5,0.08635662395181266
Monoculture,6,5,0.10022869358477754
Coculture,6,5,0.11000583293079691
Monoculture,7,5,0.10546143294402154
Coculture,7,5,0.11609737619169645
Monoculture,8,5,0.11016244513940385
Coculture,8,5,0.102635545755842
Monoculture,9,5,0.09981930537333773
Coculture,9,5,0.1012586837253334
Monoculture,0,6,0.11365813751440738
Coculture,0,6,0.113449513670905
Monoculture,1,6,0.11296087692306643
Coculture,1,6,0.10503575951784011
Monoculture,2,6,0.09393582557007098
Coculture,2,6,0.10447004279324273
Monoculture,3,6,0.1087985912547786
Coculture,3,6,0.1109667223736433
Monoculture,4,6,0.09606636657806632
Coculture,4,6,0.11513445684929603
Monoculture,5,6,0.11149101295365116
Coculture,5,6,0.1156084180695576
Monoculture,6,6,0.10743064061388533
Coculture,6,6,0.10613066502632705
Monoculture,7,6,0.10931682082469701
Coculture,7,6,0.15734312864295438
Monoculture,8,6,0.09668411832512923
Coculture,8,6,0.08474408619854797
Monoculture,9,6,0.10511786198671426
Coculture,9,6,0.11139061056765358
Monoculture,0,7,0.11314441884071934
Coculture,0,7,0.10321489547774038
Monoculture,1,7,0.09976910743128607
Coculture,1,7,0.11013466903596154
Monoculture,2,7,0.10121373370873336
Coculture,2,7,0.11162506256088779
Monoculture,3,7,0.09370587631166481
Coculture,3,7,0.10124116953030325
Monoculture,4,7,0.10558917347096573
Coculture,4,7,0.10584603273712694
Monoculture,5,7,0.10527043496173284
Coculture,5,7,0.0915644930276245
Monoculture,6,7,0.08455683806872097
Coculture,6,7,0.1338792100050204
Monoculture,7,7,0.11472747258872014
Coculture,7,7,0.09705659651253482
Monoculture,8,7,0.0954571720739796
Coculture,8,7,0.10661579406229583
Monoculture,9,7,0.08779461431011562
Coculture,9,7,0.12789037218796606
Monoculture,0,8,0.09183320067342027
Coculture,0,8,0.09759730684373633
Monoculture,1,8,0.10593157181518555
Coculture,1,8,0.07628292978003612
Monoculture,2,8,0.10526433021444555
Coculture,2,8,0.1063139143302416
Monoculture,3,8,0.10602219680536629
Coculture,3,8,0.11897257801285739
Monoculture,4,8,0.08488920515768764
Coculture,4,8,0.12163088535693123
Monoculture,5,8,0.11396270378280415
Coculture,5,8,0.10873149260472238
Monoculture,6,8,0.11572494352846613
Coculture,6,8,0.10857483747048641
Monoculture,7,8,0.09716649159037458
Coculture,7,8,0.09528853233172742
Monoculture,8,8,0.11620542073372682
Coculture,8,8,0.11518142155766785
Monoculture,9,8,0.09628961187093427
Coculture,9,8,0.10957366186457686
Monoculture,0,9,0.10542045784946752
Coculture,0,9,0.11813261573843956
Monoculture,1,9,0.10681741120317635
Coculture,1,9,0.1082931611778624
Monoculture,2,9,0.09000609164120475
Coculture,2,9,0.1139614318607588
Monoculture,3,9,0.10457749651237046
Coculture,3,9,0.10848500530624638
Monoculture,4,9,0.11322566082765959
Coculture,4,9,0.10637013626075159
Monoculture,5,9,0.11003209877337067
Coculture,5,9,0.10167547474210831
Monoculture,6,9,0.11901810684846977
Coculture,6,9,0.11308386437604047
Monoculture,7,9,0.08881404259423922
Coculture,7,9,0.11487893316738647
Monoculture,8,9,0.11349321350484227
Coculture,8,9,0.11243122449311589
Monoculture,9,9,0.11048501511363588
Coculture,9,9,0.10391680016017744
Monoculture,0,10,0.11510980744456936
Coculture,0,10,0.10636924134953724
Monoculture,1,10,0.09600824363728355
Coculture,1,10,0.11125776533902908
Monoculture,2,10,0.0880333788719004
Coculture,2,10,0.11229457159274689
Monoculture,3,10,0.10635110954889875
Coculture,3,10,0.09862466882949586
Monoculture,4,10,0.10645628209027438
Coculture,4,10,0.0852678000127013
Monoculture,5,10,0.11383299995606584
Coculture,5,10,0.11733609738956119
Monoculture,6,10,0.1130689451390593
Coculture,6,10,0.09342859500715484
Monoculture,7,10,0.10664358460745661
Coculture,7,10,0.11157104890164705
Monoculture,8,10,0.1072902635820908
Coculture,8,10,0.10294454909417262
Monoculture,9,10,0.12208634557279449
Coculture,9,10,0.09962434372527514
Monoculture,0,11,0.10394206286883827
Coculture,0,11,0.1235210687743657
Monoculture,1,11,0.11228785984070867
Coculture,1,11,0.1106177690313415
Monoculture,2,11,0.10482984022820557
Coculture,2,11,0.0901005149441037
Monoculture,3,11,0.0891281215771005
Coculture,3,11,0.11236656668948915
Monoculture,4,11,0.10874844990717732
Coculture,4,11,0.09951151871436759
Monoculture,5,11,0.1174457766867147
Coculture,5,11,0.10685332555416947
Monoculture,6,11,0.11182299358711463
Coculture,6,11,0.10376870159607723
Monoculture,7,11,0.09314294705634522
Coculture,7,11,0.10178896299979306
Monoculture,8,11,0.13466760677482384
Coculture,8,11,0.103506711530714
Monoculture,9,11,0.09893888195903262
Coculture,9,11,0.1001452048693524
Monoculture,0,12,0.08818735151001487
Coculture,0,12,0.09971990650191719
Monoculture,1,12,0.16541319546943997
Coculture,1,12,0.11357101646696258
Monoculture,2,12,0.12707532491159904
Coculture,2,12,0.10666960515511764
Monoculture,3,12,0.09645971448484401
Coculture,3,12,0.1306830230130987
Monoculture,4,12,0.11641885438228272
Coculture,4,12,0.0914836877335061
Monoculture,5,12,0.11176918484147388
Coculture,5,12,0.10784571763125247
Monoculture,6,12,0.1030186990071179
Coculture,6,12,0.10545556214886824
Monoculture,7,12,0.09904635649956485
Coculture,7,12,0.10188777313135955
Monoculture,8,12,0.08567615937236457
Coculture,8,12,0.10653391147033565
Monoculture,9,12,0.10912012485691736
Coculture,9,12,0.12331820269857872
Monoculture,0,13,0.1002019205883479
Coculture,0,13,0.09587021263273068
Monoculture,1,13,0.10557467040729925
Coculture,1,13,0.09179634944334908
Monoculture,2,13,0.1045005245923448
Coculture,2,13,0.10284023498408938
Monoculture,3,13,0.11570855168654202
Coculture,3,13,0.09536288777202005
Monoculture,4,13,0.10547326801870262
Coculture,4,13,0.09612405838843292
Monoculture,5,13,0.09275372364146309
Coculture,5,13,0.10932778342273552
Monoculture,6,13,0.09961068688638268
Coculture,6,13,0.12541826356341151
Monoculture,7,13,0.10762857214015631
Coculture,7,13,0.0965587299395653
Monoculture,8,13,0.13050841698582616
Coculture,8,13,0.11370195743457992
Monoculture,9,13,0.12012291536110978
Coculture,9,13,0.09984682200430874
Monoculture,0,14,0.09345572991576868
Coculture,0,14,0.11472132275006773
Monoculture,1,14,0.0854863939133572
Coculture,1,14,0.09792357086719689
Monoculture,2,14,0.0725842744337231
Coculture,2,14,0.10164911456996477
Monoculture,3,14,0.12856987687568708
Coculture,3,14,0.10992623533176886
Monoculture,4,14,0.10859096427166082
Coculture,4,14,0.09173620059796568
Monoculture,5,14,0.10113048131035494
Coculture,5,14,0.10673023533179675
Monoculture,6,14,0.13829982406938296
Coculture,6,14,0.11121384786741743
Monoculture,7,14,0.09482279403019558
Coculture,7,14,0.11239444544106748
Monoculture,8,14,0.10984276267026823
Coculture,8,14,0.11871146269275056
Monoculture,9,14,0.1002745910467858
Coculture,9,14,0.11143552776245254
Monoculture,0,15,0.11857119830416081
Coculture,0,15,0.13359567990536378
Monoculture,1,15,0.14124191483218443
Coculture,1,15,0.10434465936031381
Monoculture,2,15,0.0829125727395397
Coculture,2,15,0.10776788398377232
Monoculture,3,15,0.10289408886010136
Coculture,3,15,0.11134003541825704
Monoculture,4,15,0.10824148963349892
Coculture,4,15,0.1024153393212176
Monoculture,5,15,0.10272434953388898
Coculture,5,15,0.08648645319736542
Monoculture,6,15,0.1130386313607608
Coculture,6,15,0.10831935937402812
Monoculture,7,15,0.10152504178830128
Coculture,7,15,0.09231847367053142
Monoculture,8,15,0.10346168841655938
Coculture,8,15,0.1035395705601278
Monoculture,9,15,0.10645200724470039
Coculture,9,15,0.10592689614239349
Monoculture,0,16,0.10901122811899246
Coculture,0,16,0.10772845206275157
Monoculture,1,16,0.08393168979688198
Coculture,1,16,0.09637948704598849
Monoculture,2,16,0.11307379994134174
Coculture,2,16,0.09825269836013772
Monoculture,3,16,0.10018663347209382
Coculture,3,16,0.09376310361665471
Monoculture,4,16,0.10591394842304361
Coculture,4,16,0.11182970427011692
Monoculture,5,16,0.09822978267793586
Coculture,5,16,0.13159640184639304
Monoculture,6,16,0.09992984713222487
Coculture,6,16,0.10597561765692058
Monoculture,7,16,0.10850750372545961
Coculture,7,16,0.1094093892800529
Monoculture,8,16,0.1447550731440493
Coculture,8,16,0.11631372853511567
Monoculture,9,16,0.1135030644661822
Coculture,9,16,0.09871780556364133
Monoculture,0,17,0.09188561871255445
Coculture,0,17,0.09785001474324097
Monoculture,1,17,0.10290524081918366
Coculture,1,17,0.08267218721674063
Monoculture,2,17,0.109584817098291
Coculture,2,17,0.11185026986030629
Monoculture,3,17,0.10703314341704068
Coculture,3,17,0.1257083080701762
Monoculture,4,17,0.09872094706387675
Coculture,4,17,0.09834618156301232
Monoculture,5,17,0.10075491174952274
Coculture,5,17,0.1060274942502329
Monoculture,6,17,0.11775478591426346
Coculture,6,17,0.09908620223169767
Monoculture,7,17,0.11129729959379989
Coculture,7,17,0.09643355790836923
Monoculture,8,17,0.10146496266546313
Coculture,8,17,0.11154903030230066
Monoculture,9,17,0.09841359031036574
Coculture,9,17,0.09191145152971975
Monoculture,0,18,0.09602593183681435
Coculture,0,18,0.12492822253120725
Monoculture,1,18,0.10547609125933241
Coculture,1,18,0.09219959112185762
Monoculture,2,18,0.17587103379202668
Coculture,2,18,0.11488848840512425
Monoculture,3,18,0.1211313234403109
Coculture,3,18,0.07032106323970677
Monoculture,4,18,0.11688357349283433
Coculture,4,18,0.11463098474557794
Monoculture,5,18,0.06725877507910541
Coculture,5,18,0.10702283565959336
Monoculture,6,18,0.0974229214525701
Coculture,6,18,0.08456993686184137
Monoculture,7,18,0.10786101501615221
Coculture,7,18,0.10351757450801852
Monoculture,8,18,0.09813452973245614
Coculture,8,18,0.1185971965568948
Monoculture,9,18,0.09144221289012508
Coculture,9,18,0.08713905574841405
Monoculture,0,19,0.10313237991600774
Coculture,0,19,0.11044486477377748
Monoculture,1,19,0.10844271297392544
Coculture,1,19,0.11214582835242158
Monoculture,2,19,0.10031971458837088
Coculture,2,19,0.10027563037735741
Monoculture,3,19,0.1109069943129254
Coculture,3,19,0.11338066735870245
Monoculture,4,19,0.11222441298669132
Coculture,4,19,0.09884405276711228
Monoculture,5,19,0.1264737406508054
Coculture,5,19,0.13015508431566625
Monoculture,6,19,0.09523126570865363
Coculture,6,19,0.12052795890659845
Monoculture,7,19,0.09897551376688793
Coculture,7,19,0.10625881496456797
Monoculture,8,19,0.11088010705876122
Coculture,8,19,0.11987830806088927
Monoculture,9,19,0.1110043518700602
Coculture,9,19,0.10553945803230667
Monoculture,0,20,0.11070191282085926
Coculture,0,20,0.11540876365638789
Monoculture,1,20,0.0839538773816701
Coculture,1,20,0.10897022105830294
Monoculture,2,20,0.10210741149414353
Coculture,2,20,0.1307551254392286
Monoculture,3,20,0.121789305421116
Coculture,3,20,0.10597845584668916
Monoculture,4,20,0.16782299234586803
Coculture,4,20,0.063426321861508
Monoculture,5,20,0.09727634537743453
Coculture,5,20,0.11278406519247892
Monoculture,6,20,0.11379925630421792
Coculture,6,20,0.11384748138087908
Monoculture,7,20,0.10948637128207378
Coculture,7,20,0.10203555989608261
Monoculture,8,20,0.10361558547186243
Coculture,8,20,0.1066540474732454
Monoculture,9,20,0.09281057932357734
Coculture,9,20,0.10112967285031513
